pair_id,sentence,label,perturbation_type,split
2437,3:3 Surely against me is he turned; he turneth his hand all the me against day.,0,local_shuffle,train
2438,"25:1 And Israel abode in Shittim, and the people began to commit whoredom with the daughters of Moab.",1,,train
2438,"25:1 And Israel abode in Shittim, and the people began to commit whoredom with daughters the . Moab of",0,local_shuffle,train
2439,"In all cases, most of the activity lay in the region of high anionic binding capacity.",1,,train
2439,"In all cases, the activity lay most of in the region of high anionic binding capacity.",0,local_shuffle,train
2440,"Why how now Hecat, you looke angerly?",1,,train
2440,"Why how, Hecat now you looke angerly?",0,local_shuffle,train
2441,"Not a moment's cease, The leaks gain fast on the pumps, the fire eats toward the powder-magazine.",1,,dev
2441,"Not a moment's cease, The leaks gain fast, on the pumps the fire eats toward the powder-magazine.",0,local_shuffle,dev
2442,"Nevertheless, the old sea-traditions, the immemorial credulities, popularly invested this old Manxman with preternatural powers of discernment.",1,,dev
2442,"Nevertheless, the old sea-traditions, the immemorial credulities, popularly invested this old Manxman with preternatural of powers discernment.",0,local_shuffle,dev
2443,"Bildad said no more, but buttoning up his coat, stalked on deck, where we followed him.",1,,train
2443,"Bildad said no more, but buttoning up his on, coat stalked deck, where we followed him.",0,local_shuffle,train
2444,His orthographic recommendations are no simplistic acceptance of phonemics on the one hand or of superficiality on the other.,1,,train
2444,orthographic are His no recommendations simplistic acceptance of phonemics on the one hand or of superficiality on the other.,0,local_shuffle,train
2445,"2--Blueprints for doubling the CDC's present 55,000 enrollment.",1,,train
2445,"2--Blueprints's for the CDC doubling present 55,000 enrollment.",0,local_shuffle,train
2446,"""He would frighten her to death, perhaps,"" said Marianne.",1,,train
2446,"""He would frighten her, to death perhaps,"" said Marianne.",0,local_shuffle,train
2447,"You are going on, I suppose, ma'am?",1,,train
2447,"You are going on ma'am suppose I,,?",0,local_shuffle,train
2448,"said Anne, clapping her hands.",1,,train
2448,"her Anne clapping said, hands.",0,local_shuffle,train
2449,"The descent may be remote, but this is surely the only full-scale example of that vigorous inheritance in the United States.",1,,train
2449,"The descent may be remote, but this only the surely is full-scale example of that vigorous inheritance in the United States.",0,local_shuffle,train
2450,"24:3 Then said the LORD unto me, What seest thou, Jeremiah?",1,,dev
2450,"24:3 Then said, unto me LORD the What seest thou, Jeremiah?",0,local_shuffle,dev
2451,"By tipping the porter, you can see in the courtyard Borromini's unusual and fascinating trick in perspective.",1,,dev
2451,"By tipping the can porter see, you in the courtyard Borromini's unusual and fascinating trick in perspective.",0,local_shuffle,dev
2452,Bullets began to snap past him.,1,,train
2452,Bullets him began past to snap.,0,local_shuffle,train
2453,"""Oh,"" cried Marianne, ""with what transporting sensation have I formerly seen them fall!",1,,dev
2453,"""Oh,"" cried Marianne, ""with what transporting sensation formerly them I have seen fall!",0,local_shuffle,dev
2454,Scores are stated in grade-equivalents on a national norm.,1,,train
2454,Scores in on are stated grade-equivalents a national norm.,0,local_shuffle,train
2455,"Now let's make sure they're Japs "".",1,,train
2455,"make sure's Now let they're Japs "".",0,local_shuffle,train
2456,"He got into a fight with Tom English, your brother's son.",1,,train
2456,"He with a got into fight Tom English, your brother's son.",0,local_shuffle,train
2457,He ran like a hare and bent to look at it.,1,,train
2457,He ran like and bent hare to a look at it.,0,local_shuffle,train
2458,"In the past, it has been the husband who has been dominant and the wife passive.",1,,train
2458,"In the past, it has been husband who been has the dominant and the wife passive.",0,local_shuffle,train
2459,"In a sample of new members of Pittsburgh churches, almost 60 per cent were recruited by initial ""contacts with friendly members "".",1,,train
2459,"In a sample of new members of Pittsburgh churches, per 60 cent were almost recruited by initial ""contacts with friendly members "".",0,local_shuffle,train
2460,She begged him to think again on the subject.,1,,train
2460,She think to him again begged on the subject.,0,local_shuffle,train
2461,admire and model thyself after the whale!,1,,dev
2461,admire and after model the thyself whale!,0,local_shuffle,dev
2462,"""I shall very soon think him handsome, Elinor, if I do not now.",1,,dev
2462,"""I shall very soon, Elinor think handsome him, if I do not now.",0,local_shuffle,dev
2463,The second two pieces lap over the inner member of the keelson and butt against the outer member.,1,,train
2463,The second two pieces lap over the inner member of the keelson and butt . against outer the member,0,local_shuffle,train
2464,"Oh yes, Friday or Saturday next.",1,,train
2464,"Oh Friday Saturday or, yes next.",0,local_shuffle,train
2465,for so did their fathers to the false prophets.,1,,dev
2465,for so did their prophets the false fathers to.,0,local_shuffle,dev
2466,CHAPTER 88 Schools and Schoolmasters.,1,,train
2466,CHAPTER and Schoolmasters Schools 88.,0,local_shuffle,train
2467,"cried the small man in one of his rare moments of animation, ""why, because he's guilty of the other crimes!",1,,dev
2467,"cried the small man his of rare in one moments of animation, ""why, because he's guilty of the other crimes!",0,local_shuffle,dev
2468,"In general, the approach is more active than passive, more out-reaching than reflective.",1,,dev
2468,"In general, more approach is active the than passive, more out-reaching than reflective.",0,local_shuffle,dev
2469,"""Dr. Glenn, I've got a lot of blood "", Fred spoke up, ""plenty of it.",1,,train
2469,"""Dr. Glenn, I've got a lot of blood "", Fred up, spoke ""plenty of it.",0,local_shuffle,train
2470,"Make haste, pray.""",1,,train
2470,", pray Make . haste""",0,local_shuffle,train
2471,I think a moral impossibility the biggest of all impossibilities.,1,,train
2471,I think a moral of impossibility all the biggest impossibilities.,0,local_shuffle,train
2472,O I will go back to old Tennessee and never wander more.},1,,train
2472,O I back to go will old Tennessee and never wander more.},0,local_shuffle,train
2473,"""I'll do that for you,"" said the tailor.",1,,train
2473,"'ll that ""I do for you,"" said the tailor.",0,local_shuffle,train
2474,Present estimates are that production topped the 100-million-lb.,1,,train
2474,that Present estimates production are topped the 100-million-lb.,0,local_shuffle,train
2475,You paths worn in the irregular hollows by the roadsides!,1,,train
2475,You paths irregular in the hollows worn by the roadsides!,0,local_shuffle,train
2476,"Spring, I say, all of ye, and spring your eyes out!""",1,,train
2476,"Spring, I say ye,, of all and spring your eyes out!""",0,local_shuffle,train
2477,Dip in melted butter and roll in flour.,1,,train
2477,Dip in roll butter and melted in flour.,0,local_shuffle,train
2478,"Just as now anyone may hurl insults at a citizen of Mars, or even of Tikopia, and no senatorial investigation will result.",1,,train
2478,"Just as now anyone may hurl insults at a citizen of Mars, or even of Tikopia, and will senatorial result no investigation.",0,local_shuffle,train
2479,He was shouting and breathing hard and closing his fist on the pillow.,1,,dev
2479,He breathing was and hard shouting and closing his fist on the pillow.,0,local_shuffle,dev
2480,Hague had never accustomed himself to Kodyke.,1,,train
2480,Hague had never Kodyke himself . to accustomed,0,local_shuffle,train
2481,I had to ride a streetcar two miles.,1,,train
2481,I had to ride streetcar a . two miles,0,local_shuffle,train
2482,"4:11 And all the people that were in the gate, and the elders, said, We are witnesses.",1,,train
2482,"4:11 the that And people all were in the gate, and the elders, said, We are witnesses.",0,local_shuffle,train
2483,He knew simultaneously that he was a fool and a free man.,1,,dev
2483,He knew simultaneously that he was free a and a fool man.,0,local_shuffle,dev
2484,"""Cook,"" here interposed Stubb, accompanying the word with a sudden slap on the shoulder, --"" Cook!",1,,train
2484,"""Cook,"" here interposed Stubb, accompanying the word with the sudden slap on a shoulder, --"" Cook!",0,local_shuffle,train
2485,"I do not know her, even by sight.""",1,,train
2485,"I do not her know even by, sight.""",0,local_shuffle,train
2486,"A suggestion from Louis De Broglie, a physicist in France, showed us that these electrons are not point particles but waves.",1,,train
2486,"A suggestion from Louis De, Broglie a physicist in France, showed us that these electrons are not point particles but waves.",0,local_shuffle,train
2487,In the mean while she was in the carriage.,1,,train
2487,In the mean while the carriage was in she.,0,local_shuffle,train
2488,"Of course, that's not definite proof "".",1,,train
2488,"Of course, that ""definite proof not's.",0,local_shuffle,train
2489,We have considered several of your professionals because they were lamechians and above suspicion.,1,,train
2489,We have considered several of your professionals because they and were lamechians above suspicion.,0,local_shuffle,train
2490,31:18 To whom art thou thus like in glory and in greatness among the trees of Eden?,1,,train
2490,31:18 To whom art thou thus like glory in in and greatness among the trees of Eden?,0,local_shuffle,train
2491,"No,"" said the Professor, ""it is not horses, and it is not behind us.""",1,,train
2491,"No,"" said the Professor, not horses it ""is, and it is not behind us.""",0,local_shuffle,train
2492,"The delay, however, was alarming.",1,,train
2492,"The delay was,, however alarming.",0,local_shuffle,train
2493,' I must be getting somewhere near the centre of the earth.,1,,train
2493,' I must the be getting near somewhere centre of the earth.,0,local_shuffle,train
2494,"""If asked to choose between a terrible probability and a more terrible possibility, most men will choose the latter "".",1,,train
2494,"""If asked between terrible to choose a probability and a more terrible possibility, most men will choose the latter "".",0,local_shuffle,train
2495,And he fell on guard.,1,,train
2495,And . he guard fell on,0,local_shuffle,train
2496,"Looke you heere, Heere is Himselfe, marr'd as you see with Traitors 1.",1,,train
2496,"Looke you heere, Heere is Himselfe, marr with as you'd see Traitors 1.",0,local_shuffle,train
2497,"thou grinning whale, but there'll be plenty of gulping soon!",1,,train
2497,"thou grinning whale, but there'll be soon gulping! of plenty",0,local_shuffle,train
2498,The instrument used for this work was a slight modification of that previously described.,1,,train
2498,The this for work used instrument was a slight modification of that previously described.,0,local_shuffle,train
2499,The water level was higher than their hubs.,1,,train
2499,The water level was than higher hubs their.,0,local_shuffle,train
2500,What am I that I should essay to hook the nose of this leviathan!,1,,train
2500,What am I that should hook I essay to the nose of this leviathan!,0,local_shuffle,train
2501,Perhaps one of the reasons these Sonatas are not programmed more often is their great length.,1,,train
2501,of the Perhaps reasons one these Sonatas are not programmed more often is their great length.,0,local_shuffle,train
2502,"""I do not know.--One of the Otways.--Not Frank;--it is not Frank, I assure you.",1,,dev
2502,"""I do not know.--One of the Otways.--Not Frank--it; not is Frank, I assure you.",0,local_shuffle,dev
2503,The clerk paid them no attention.,1,,train
2503,The clerk attention paid . no them,0,local_shuffle,train
2504,"Go out of the furrow, snake, I said, but it did not move at all.",1,,train
2504,"Go out of the furrow, snake, I said, but it did at move not all.",0,local_shuffle,train
2505,"22:16 And the king said, Thou shalt surely die, Ahimelech, thou, and all thy father's house.",1,,train
2505,"22:16 And the said, shalt Thou king surely die, Ahimelech, thou, and all thy father's house.",0,local_shuffle,train
2506,"We knew the enemy was subdued, because a flare was fired as the signal.",1,,train
2506,"We was subdued knew enemy the, because a flare was fired as the signal.",0,local_shuffle,train
2507,This is particularly acute for those who attended Midwood High School directly across the street from Brooklyn College.,1,,train
2507,This is particularly acute who those for attended Midwood High School directly across the street from Brooklyn College.,0,local_shuffle,train
2508,"A great many carriages happened to go by this day, and the little girl received a great many halfpence.",1,,train
2508,"great carriages many happened A to go by this day, and the little girl received a great many halfpence.",0,local_shuffle,train
2509,"21:7 And it shall be, when they say unto thee, Wherefore sighest thou?",1,,train
2509,"21:7 And it shall be, when they say unto thee Wherefore sighest thou,?",0,local_shuffle,train
2510,"""They have put the mounted police on us,"" said Turnbull, shortly.",1,,train
2510,"""They have put the mounted us"" on police, said Turnbull, shortly.",0,local_shuffle,train
2511,"There's Bursal there, with his dead forty-five votes at command; and Lord John with his--how many live friends?",1,,train
2511,"There's Bursal with there his, dead forty-five votes at command; and Lord John with his--how many live friends?",0,local_shuffle,train
2512,so can no fountain both yield salt water and fresh.,1,,train
2512,so can no both fountain water salt yield and fresh.,0,local_shuffle,train
2513,"Let me entreat you, Miss Woodhouse, to exercise so charming a talent in favour of your friend.",1,,train
2513,"entreat Let you, me Miss Woodhouse, to exercise so charming a talent in favour of your friend.",0,local_shuffle,train
2514,"24:1 Joash was seven years old when he began to reign, and he reigned forty years in Jerusalem.",1,,train
2514,"24:1 Joash was seven years old when he began to reign and he, forty reigned years in Jerusalem.",0,local_shuffle,train
2515,"She asked, turning suddenly.",1,,dev
2515,"She, asked turning . suddenly",0,local_shuffle,dev
2516,"The inner (anode) sphere is pierced, elongated into a cup, and terminated by the phosphor screen.",1,,train
2516,"The inner (anode) sphere is, into a elongated pierced cup, and terminated by the phosphor screen.",0,local_shuffle,train
2517,Should the government directly provide education for the children who want public education?,1,,train
2517,Should the government for education directly provide the children who want public education?,0,local_shuffle,train
2518,"He needes not our mistrust, since he deliuers Our Offices, and what we haue to doe, To the direction iust 1.",1,,train
2518,"He needes not our mistrust, since he deliuers Our Offices, to haue and we what doe, To the direction iust 1.",0,local_shuffle,train
2519,"If we love one another, God dwelleth in us, and his love is perfected in us.",1,,train
2519,"If we love one another, God dwelleth us and his, in love is perfected in us.",0,local_shuffle,train
2520,"And he said, Behold the fire and the wood: but where is the lamb for a burnt offering?",1,,train
2520,"And he said, Behold the fire and the wood: but for the where is lamb a burnt offering?",0,local_shuffle,train
2521,An added complication such as a malformed jaw may take two or three years to correct.,1,,dev
2521,An added complication such as a malformed jaw may take two years to correct three or.,0,local_shuffle,dev
2522,Another brand of indefinite reference arises out of the use of the double verb.,1,,train
2522,Another brand of indefinite reference arises out of the use double verb of the.,0,local_shuffle,train
2523,But he didn't get so much as a nibble.,1,,dev
2523,But he didn't get so nibble a as much.,0,local_shuffle,dev
2524,"Can't we put an end to this, Arthur ""?",1,,train
2524,"Can't put end to we an this, Arthur ""?",0,local_shuffle,train
2525,"(The Senate, on its own, decided to provide additional B-52 and other long-range bombers for the Strategic Air Command.)",1,,train
2525,"(The Senate, on its own, decided to provide additional B-52 and other long-range bombers Air the Command Strategic for.)",0,local_shuffle,train
2526,"no, no;--every feeling revolts.",1,,train
2526,"no, no feeling--revolts; every.",0,local_shuffle,train
2527,"I'll wait till you go in with it to your mother; for I must ask her how she does myself.""",1,,train
2527,"I till go wait you'll in with it to your mother; for I must ask her how she does myself.""",0,local_shuffle,train
2528,"I had quite determined to go away again.""",1,,train
2528,"I quite determined had to go away again.""",0,local_shuffle,train
2529,It has multiple implications and possible headaches for your marketing program.,1,,train
2529,It has multiple implications and possible headaches your . for program marketing,0,local_shuffle,train
2530,"It's all in your mind "".",1,,dev
2530,"It in all's your mind "".",0,local_shuffle,dev
2531,My illness has made me think--It has given me leisure and calmness for serious recollection.,1,,train
2531,has illness made My me think--It has given me leisure and calmness for serious recollection.,0,local_shuffle,train
2532,"29:11 And Jacob kissed Rachel, and lifted up his voice, and wept.",1,,train
2532,"29:11 Jacob, And Rachel kissed and lifted up his voice, and wept.",0,local_shuffle,train
2533,"21:9 It is better to dwell in a corner of the housetop, than with a brawling woman in a wide house.",1,,train
2533,"21:9 It is better to dwell in a the corner housetop, of than with a brawling woman in a wide house.",0,local_shuffle,train
2534,18:4 He teareth himself in his anger: shall the earth be forsaken for thee?,1,,train
2534,18:4 He teareth his anger himself: in shall the earth be forsaken for thee?,0,local_shuffle,train
2535,"What can they do if they find them ""?",1,,train
2535,"What can they do if them? find ""they",0,local_shuffle,train
2536,"""Well, what?""",1,,train
2536,"Well what,? """"",0,local_shuffle,train
2537,"Astonished and shocked at so unlover-like a speech, she was almost ready to cry out, ""Lord!",1,,train
2537,"Astonished and shocked a unlover-like so speech at, she was almost ready to cry out, ""Lord!",0,local_shuffle,train
2538,"He had been sitting in the usual corner at the little table, as far as possible from any talkative, friendly lushes.",1,,dev
2538,"He had been sitting in the usual corner at the little table, as far possible as from talkative any, friendly lushes.",0,local_shuffle,dev
2539,this is too much flattery.,1,,train
2539,this too much is flattery.,0,local_shuffle,train
2540,"He saw his enemies, all the powers and princes of the earth.",1,,train
2540,"He saw his enemies, all the powers and the of princes earth.",0,local_shuffle,train
2541,"In that interval, the German bombers made a hell of Bari harbor.",1,,train
2541,"In that bombers the interval, German made a hell of Bari harbor.",0,local_shuffle,train
2542,What a hooroosh aloft there!,1,,train
2542,a aloft What hooroosh there!,0,local_shuffle,train
2543,"'s own living children, who wish to preserve the island as a wildlife sanctuary.",1,,train
2543,"'s own living children, who wish to preserve the island wildlife sanctuary as a.",0,local_shuffle,train
2544,"Rectangular tiles (opposite page, right top): Stoneware clay was used.",1,,train
2544,"Rectangular tiles (opposite, right top page): Stoneware clay was used.",0,local_shuffle,train
2545,"16:19 And again, whom should I serve?",1,,train
2545,"16:19 And again should, whom I serve?",0,local_shuffle,train
2546,"He claimed you made other slanderous allegations "".",1,,dev
2546,"He made claimed you other slanderous allegations "".",0,local_shuffle,dev
2547,"cried Ben, ""did you hear that noise?""",1,,train
2547,"cried Ben, ""hear you did noise that?""",0,local_shuffle,train
2548,"148:5 Let them praise the name of the LORD: for he commanded, and they were created.",1,,train
2548,"praise them the Let 148:5 name of the LORD: for he commanded, and they were created.",0,local_shuffle,train
2549,119:50 This is my comfort in my affliction: for thy word hath quickened me.,1,,train
2549,119:50 This is my comfort in my affliction: quickened hath thy for word me.,0,local_shuffle,train
2550,"Her veil was caught to a crown, and she carried gardenias and stephanotis.",1,,train
2550,"Her veil was caught to and she, crown a carried gardenias and stephanotis.",0,local_shuffle,train
2551,Where did they draw the treacle from?',1,,train
2551,Where treacle they the did draw from?',0,local_shuffle,train
2552,O to die advancing on!,1,,train
2552,O! die on advancing to,0,local_shuffle,train
2553,"3:3 And every man that hath this hope in him purifieth himself, even as he is pure.",1,,train
2553,"3:3 man And that every hath this hope in him purifieth himself, even as he is pure.",0,local_shuffle,train
2554,For with the same measure that ye mete withal it shall be measured to you again.,1,,train
2554,For with the same measure that ye mete be it withal measured shall to you again.,0,local_shuffle,train
2555,"She opened quick, but gently, the latch of the door, and ran out to meet them.",1,,train
2555,"She opened quick, latch but, the gently of the door, and ran out to meet them.",0,local_shuffle,train
2556,"He remembered seeing it last night, when he put away his small store of bachelor-type eatables.",1,,train
2556,"He remembered seeing it last when night put, he away his small store of bachelor-type eatables.",0,local_shuffle,train
2557,"""I am sure you were of use to me,"" cried Emma.",1,,dev
2557,"""am you sure I were of use to me,"" cried Emma.",0,local_shuffle,dev
2558,"He nodded and, going into the bedroom, brought a needle, thread, and scissors.",1,,train
2558,"going He nodded, and into the bedroom, brought a needle, thread, and scissors.",0,local_shuffle,train
2559,"Consider, that though you are good, you may be better; and, though wise, you may be weak.",1,,train
2559,"Consider, that though you are good, you may be,; better and though wise, you may be weak.",0,local_shuffle,train
2560,Experimental procedure and error analysis 1.,1,,train
2560,Experimental error analysis procedure and 1.,0,local_shuffle,train
2561,Advertising copy frequently takes into account matters of special Negro concern.,1,,train
2561,Advertising copy frequently takes into account matters of concern special Negro.,0,local_shuffle,train
2562,"Such equipment has been installed at Hilo, Midway, Attu and Dutch Harbor.",1,,train
2562,"Such equipment has been installed at Hilo Attu Midway and,, Dutch Harbor.",0,local_shuffle,train
2563,Her own emotions still kept her fixed.,1,,train
2563,Her own emotions still . kept fixed her,0,local_shuffle,train
2564,These battens are glued and screwed to the frames.,1,,train
2564,These battens glued and screwed are to the frames.,0,local_shuffle,train
2565,The other side of WHAT?',1,,train
2565,The other side? WHAT of',0,local_shuffle,train
2566,He forced himself to be deliberate.,1,,train
2566,He forced to be deliberate . himself,0,local_shuffle,train
2567,Trevelyan is militantly sure of the superiority of English institutions and character over those of other peoples.,1,,dev
2567,Trevelyan is militantly sure of the superiority of English institutions character and those of over other peoples.,0,local_shuffle,dev
2568,"11:8 And after him Gabbai, Sallai, nine hundred twenty and eight.",1,,train
2568,"11:8 And after Sallai Gabbai him,, nine hundred twenty and eight.",0,local_shuffle,train
2569,"But to think of hate so patient --"" ""What do you mean?""",1,,train
2569,"But to think patient hate of so --"" ""What do you mean?""",0,local_shuffle,train
2570,"24:10 And then shall many be offended, and shall betray one another, and shall hate one another.",1,,train
2570,"24:10 And many then be shall offended, and shall betray one another, and shall hate one another.",0,local_shuffle,train
2571,"7:26 Moreover ye shall eat no manner of blood, whether it be of fowl or of beast, in any of your dwellings.",1,,train
2571,"7:26 Moreover ye shall eat no manner of blood, whether it be of fowl or of beast, in any of . dwellings your",0,local_shuffle,train
2572,"119:145 I cried with my whole heart; hear me, O LORD: I will keep thy statutes.",1,,dev
2572,"119:145 I with whole cried my heart; hear me, O LORD: I will keep thy statutes.",0,local_shuffle,dev
2573,"15:13 And there came a messenger to David, saying, The hearts of the men of Israel are after Absalom.",1,,dev
2573,"15:13 And there came a messenger to David, saying, The hearts of the men after are Israel Absalom of.",0,local_shuffle,dev
2574,An additional 15 million acres will be given a lesser degree of protection but adequate to meet the average fire situation.,1,,train
2574,An additional 15 million will given acres be a lesser degree of protection but adequate to meet the average fire situation.,0,local_shuffle,train
2575,He restoreth my soul; he leadeth me in the paths of righteousness for his name's sake.,1,,train
2575,He restoreth my soul; he leadeth me in the paths of his righteousness for name's sake.,0,local_shuffle,train
2576,I will pay the penalty of having enjoyed God in this monstrous modern earth that cannot enjoy man or beast.,1,,dev
2576,I will pay the penalty of having enjoyed God in earth modern monstrous this that cannot enjoy man or beast.,0,local_shuffle,dev
2577,"""All 'dention,"" said Fleece, again stooping over upon his tongs in the desired position.",1,,train
2577,"""All 'dention,"" said Fleece upon again stooping over, his tongs in the desired position.",0,local_shuffle,train
2578,"In some sense, indeed, it is good news.",1,,dev
2578,", some indeed In sense, it is good news.",0,local_shuffle,dev
2579,Then he began to crawl again.,1,,train
2579,Then he crawl began . again to,0,local_shuffle,train
2580,"Margery liked it, because now the garden began to look _like_ a garden.",1,,dev
2580,"because Margery liked, it now the garden began to look _like_ a garden.",0,local_shuffle,dev
2581,28:6 The stones of it are the place of sapphires: and it hath dust of gold.,1,,train
2581,28:6 The stones of it are sapphires: the of place and it hath dust of gold.,0,local_shuffle,train
2582,"This carefree disdain for ""side ""cropped up again in the same television broadcast.",1,,dev
2582,"This for carefree ""disdain side ""cropped up again in the same television broadcast.",0,local_shuffle,dev
2583,"""My dear sir, at your age, must you ask your papa and mamma about such things?""",1,,train
2583,"""My dear sir, at your age, must you ask your papa things such about and mamma?""",0,local_shuffle,train
2584,"Rimanelli is tough and square-built and adventurous, says what he thinks.",1,,train
2584,"Rimanelli and tough square-built is and adventurous, says what he thinks.",0,local_shuffle,train
2585,"Almost simultaneously, with a mighty volition of ungraduated, instantaneous swiftness, the White Whale darted through the weltering sea.",1,,train
2585,"Almost simultaneously, with a mighty volition of ungraduated, instantaneous White, the swiftness Whale darted through the weltering sea.",0,local_shuffle,train
2586,"Pray, ma'am, let us ask no questions; it's only a boyish frolic.",1,,dev
2586,"Pray, us let ask ma'am, no questions; it's only a boyish frolic.",0,local_shuffle,dev
2587,"14:7 Go from the presence of a foolish man, when thou perceivest not in him the lips of knowledge.",1,,dev
2587,"14:7 Go from the presence of a foolish perceivest thou man when, not in him the lips of knowledge.",0,local_shuffle,dev
2588,But join or ye spoil all.,1,,train
2588,join spoil or ye But all.,0,local_shuffle,train
2589,"14:3 All these were joined together in the vale of Siddim, which is the salt sea.",1,,train
2589,"14:3 All these were joined together in the of vale Siddim which, is the salt sea.",0,local_shuffle,train
2590,10:22 Do we provoke the Lord to jealousy?,1,,train
2590,10:22 Lord Do the we provoke to jealousy?,0,local_shuffle,train
2591,"1:47 Jesus saw Nathanael coming to him, and saith of him, Behold an Israelite indeed, in whom is no guile!",1,,train
2591,"1:47 Jesus saw Nathanael coming to him, and saith of him, Behold an Israelite indeed, in no whom is! guile",0,local_shuffle,train
2592,"Let's get dressed up--the doctor's taking us out tonight "".",1,,train
2592,"Let's get dressed up's doctor the--taking us out tonight "".",0,local_shuffle,train
2593,Spraying continued along a two-mile course.,1,,train
2593,Spraying two-mile continued a along course.,0,local_shuffle,train
2594,What persuaded the cow-man to remain on Shayol?,1,,train
2594,What persuaded the Shayol remain on to cow-man?,0,local_shuffle,train
2595,Meditations from a fallout shelter Time was when the house of delegates of the American Bar association leaned to the common sense side.,1,,train
2595,Meditations from a fallout shelter Time was when delegates house of of the the American Bar association leaned to the common sense side.,0,local_shuffle,train
2596,"Originally, the main types used were various compositions of polyesters.",1,,dev
2596,"Originally, the main types compositions were used of various polyesters.",0,local_shuffle,dev
2597,It's a pity that the king of the Greybeards is not here to admire me.,1,,train
2597,It's a pity that the Greybeards king of is the not here to admire me.,0,local_shuffle,train
2598,There is more sand there than you would use in twenty years as a substitute for blotting paper.,1,,dev
2598,There is more sand there than you would use in twenty years as blotting a for paper substitute.,0,local_shuffle,dev
2599,and he sprang over the tall railings almost with one swing.,1,,train
2599,and he sprang over the tall railings one swing almost . with,0,local_shuffle,train
2600,"Also Mrs. Berton Korman, Mrs. Morton Rosen, Mrs. Jacques Zinman, Mrs. Evelyn Rosen, Mrs. Henry Schultz, Mr. and Mrs.",1,,train
2600,"Also Mrs. Berton Korman, Mrs. Morton Rosen, Mrs. Jacques Zinman, Mrs. Evelyn Rosen, Henry, Mrs. Schultz Mr. and Mrs.",0,local_shuffle,train
2601,7:25 I thank God through Jesus Christ our Lord.,1,,train
2601,7:25 I thank God Christ Lord through our Jesus.,0,local_shuffle,train
2602,Georgia's Department of Agriculture is intensifying its fire ant eradication program in an effort to stay ahead of the fast-spreading pest.,1,,train
2602,Georgia's Department of Agriculture is intensifying its fire ant eradication program in an effort stay the to of ahead fast-spreading pest.,0,local_shuffle,train
2603,22:19 Shew me the tribute money.,1,,train
2603,22:19 the me tribute Shew money.,0,local_shuffle,train
2604,"But it's such a long shot ""--""No longer than yours.",1,,train
2604,"But it's such a long shot ""--No longer than ""yours.",0,local_shuffle,train
2605,Use one coat of Firzite and one coat of marine paint.,1,,train
2605,Use one coat of of one coat Firzite and marine paint.,0,local_shuffle,train
2606,"""He shall know all!""",1,,train
2606,"""shall! know He all""",0,local_shuffle,train
2607,But exactly how far it will go toward improving conditions is another question because there is so much that needs doing.,1,,train
2607,But how far will it exactly go toward improving conditions is another question because there is so much that needs doing.,0,local_shuffle,train
2608,Elinor found that he and Fanny had been in town two days.,1,,dev
2608,Elinor found he that Fanny and had been in town two days.,0,local_shuffle,dev
2609,Had we taken a lien on a state park?,1,,train
2609,Had we a on lien taken a state park?,0,local_shuffle,train
2610,"""And when,"" thought Emma, ""will there be a beginning of Mr.",1,,train
2610,"""And when,"" thought Emma, be a ""will there beginning of Mr.",0,local_shuffle,train
2611,And Joseph went out over all the land of Egypt.,1,,dev
2611,And Joseph went out over the land of all Egypt.,0,local_shuffle,dev
2612,"putting her hand in her side-pocket, ""here's a key that'll fit, I guess; let's see.""",1,,dev
2612,"putting her hand in her side-pocket, ""here's a key that'll fit, I let see guess's;.""",0,local_shuffle,dev
2613,"Heed it well, ye Pantheists!",1,,train
2613,"Heed it well!, Pantheists ye",0,local_shuffle,train
2614,Could she but have given Harriet her feelings about it all!,1,,dev
2614,Could given have she but Harriet her feelings about it all!,0,local_shuffle,dev
2615,"7:2 Nevertheless, to avoid fornication, let every man have his own wife, and let every woman have her own husband.",1,,train
2615,"7:2 Nevertheless, to avoid fornication, let every man have his own wife and every let, woman have her own husband.",0,local_shuffle,train
2616,wot ye not that such a man as I can certainly divine?,1,,train
2616,wot ye not that such a can as I man certainly divine?,0,local_shuffle,train
2617,"They were both atheists, with a depressing fixity of outlook but great mobility of exposition.",1,,train
2617,"They were both atheists fixity, a depressing with of outlook but great mobility of exposition.",0,local_shuffle,train
2618,Harriet could not long resist so delightful a persuasion.,1,,dev
2618,Harriet could not a long delightful so resist persuasion.,0,local_shuffle,dev
2619,The next day he was gone.,1,,train
2619,The gone he was day next.,0,local_shuffle,train
2620,"Then the young man in the brown sports jacket spoke, and it was no different.",1,,train
2620,"Then the young man in the brown sports jacket spoke, and it no was different.",0,local_shuffle,train
2621,I don't wonder he looked so scornful at me!,1,,train
2621,I don't wonder he me looked scornful so at!,0,local_shuffle,train
2622,28:5 Blessed shall be thy basket and thy store.,1,,train
2622,28:5 Blessed shall be thy and basket store thy.,0,local_shuffle,train
2623,She smiled in a sickly-tolerant fashion.,1,,dev
2623,She smiled in fashion sickly-tolerant a.,0,local_shuffle,dev
2624,"""I don't know what you think you've been doing about my clothes "", he said.",1,,train
2624,"""what know don't I you think you've been doing about my clothes "", he said.",0,local_shuffle,train
2625,"The only way of proving it, however, will be to turn to our maps.",1,,dev
2625,"proving only The way of it, however, will be to turn to our maps.",0,local_shuffle,dev
2626,And yet'tis almost 'gainst my conscience Ham.,1,,train
